Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Ajoy Banerjee,,0,0,0,0,6
Iva Banerjee,,0,0,0,0,6
Ratan Banerjee,,0,0,0,0,6
Ramen Bhaduri,,0,0,0,0,6
Binoy Bose,,0,0,0,0,6
Govinda Chakravarti,,0,0,0,0,6
Milena Dvorská,,0,0,0,0,13
Jarmila Smejkalová,,0,0,0,0,13
Ivanka Devátá,,0,0,0,0,13
Vladimír Hlavatý,,0,0,0,0,13
Vera Tichánková,,0,0,0,0,13
Hans Alfredson,,0,0,0,0,3
Ingvar Kjellson,,0,0,0,0,3
Frank Sundström,,0,0,0,0,3
Ulf Johansson,,0,0,0,0,3
Vilgot Sjöman,,0,0,0,0,3
Vlado Müller,,0,0,0,0,13
Pavla Kárníková,,0,0,0,0,13
Zdena Hadrbolcová,,0,0,0,0,13
Svatopluk Skládal,,0,0,0,0,13
Václav Kankovský,,0,0,0,0,13
Jan Kotva,,0,0,0,0,13
Rudolf Kutilek,,0,0,0,0,13
Ludmila Marecková,,0,0,0,0,13
Georg Rydeberg,,0,0,0,0,3
Jûshirô Konoe,,0,0,0,0,5
Miwa Takada,,0,0,0,0,5
Yukiji Asaoka,,0,0,0,0,5
Mikiko Tsubouchi,,0,0,0,0,5
Mie Nakao,,0,0,0,0,5
Takao Itô,,0,0,0,0,5
Asao Koike,,0,0,0,0,5
Midori Isomura,,0,0,0,0,5
Tatsuo Matsumura,,0,0,0,0,5
S.R. Puttana Kanagal,,1,1,1,0,10
Arathi,,0,0,0,0,10
K.S. Ashwath,,0,0,0,0,10
Pandari Bai,,0,0,0,0,10
T.N. Balakrishna,,0,0,0,0,10
Gangadhar,,0,0,0,0,10
Kalpana,,0,0,0,0,10
Leelavathi,,0,0,0,0,10
Loknath,,0,0,0,0,10
Padmashree,,0,0,0,0,10
R.T. Rama,,0,0,0,0,10
Kei Satô,,0,0,0,0,5
Ryûtarô Gomi,,0,0,0,0,5
Gen Kimura,,0,0,0,0,5
Takeshi Date,,0,0,0,0,5
Gen Kuroki,,0,0,0,0,5
Kanji Uehara,,0,0,0,0,5
Tsuyotake Matsuda,,0,0,0,0,5
Erik Hell,,0,0,0,0,3
m. fl.,,0,0,0,0,3
Britta Brunius,,0,0,0,0,3
Lars-Owe Carlberg,,0,0,0,0,3
Mikijirô Hira,,0,0,0,0,5
Eiko Azusa,,0,0,0,0,5
Tanie Kitabayashi,,0,0,0,0,5
Yôko Namikawa,,0,0,0,0,5
Vladimír Smeral,,0,0,0,0,13
Jirí Adamíra,,0,0,0,0,13
Zdenek Kryzánek,,0,0,0,0,13
Evelyna Steimarová,,0,0,0,0,13
Carmen Mayerová,,0,0,0,0,13
Jaroslava Bauerová,,0,0,0,0,13
Renata Bauerová,,0,0,0,0,13
Renata Borová,,0,0,0,0,13
Blanka Bösserová,,0,0,0,0,13
Margit Harnícková,,0,0,0,0,13
Woody Allen,,1,1,1,0,7
Janet Margolin,,0,0,0,0,7
Jacquelyn Hyde,,0,0,0,0,7
Jan Merlin,,0,0,0,0,7
James Anderson,,0,0,0,0,7
Howard Storm,,0,0,0,0,7
Mark Gordon,,0,0,0,0,7
Micil Murphy,,0,0,0,0,7
Kaberi Bose,,0,0,0,0,6
Simi Garewal,,0,0,0,0,6
Premashish Sen,,0,0,0,0,6
Samar Nag,,0,0,0,0,6
Gregorio Casal,,0,0,0,0,2
Letícia Robles,,0,0,0,0,2
Barbara Angely,,0,0,0,0,2
René Cardona,,0,0,0,0,2
Antonio Raxel,,0,0,0,0,2
Carlos Bravo y Fernández,,0,0,0,0,2
Raúl Martínez Solares hijo,,0,0,0,0,2
Juan Garza,,0,0,0,0,2
Toshiyuki Tonomura,,0,0,0,0,0
Shinsuke Minami,,0,0,0,0,0
Yûko Kusunoki,,0,0,0,0,0
Junzaburô Ban,,0,0,0,0,0
Kiyoko Tange,,0,0,0,0,0
Michio Hino,,0,0,0,0,0
Keiji Furuyama,,0,0,0,0,0
Tappei Shimokawa,,0,0,0,0,0
Dhritiman Chatterjee,,0,0,0,0,6
Asgar Ali,,0,0,0,0,6
Arabinda Banerjee,,0,0,0,0,6
Soumitra Bannerjee,,0,0,0,0,6
Amar Bardhan,,0,0,0,0,6
Gaja Basu,,0,0,0,0,6
Krishna Bose,,0,0,0,0,6
Biplab Chakraborty,,0,0,0,0,6
Mihir Chakravarti,,0,0,0,0,6
Anindita Chatterjee,,0,0,0,0,6
Jason Robards,,0,0,0,0,5
E.G. Marshall,,0,0,0,0,7
Takahiro Tamura,,0,0,0,0,5
James Whitmore,,0,0,0,0,5
Wesley Addy,,0,0,0,0,5
Jirina Bohdalová,,0,0,0,0,13
Radoslav Brzobohatý,,0,0,0,0,13
Gustav Opocenský,,0,0,0,0,13
Miroslav Holub,,0,0,0,0,13
Lubor Tokos,,0,0,0,0,13
Borivoj Navrátil,,0,0,0,0,13
Jirí Císler,,0,0,0,0,13
Karel Vasicek,,0,0,0,0,13
Ladislav Krivácek,,0,0,0,0,13
Vladimír Dlouhý,,0,0,0,0,13
Karel Hlusicka,,0,0,0,0,13
Darja Hajská,,0,0,0,0,13
Josef Karlík,,0,0,0,0,13
Jaroslav Satoranský,,0,0,0,0,13
Oldrich Musil,,0,0,0,0,13
Lino Brocka,,1,1,1,0,11
Dante Rivero,,0,0,0,0,11
Liza Lorena,,0,0,0,0,11
Boots Anson-Roa,,0,0,0,0,11
Caridad Sanchez,,0,0,0,0,11
Mary Walter,,0,0,0,0,11
Etang Discher,,0,0,0,0,11
Eddie Mercado,,0,0,0,0,11
Rebecca Domingo,,0,0,0,0,11
Gina Alajar,,0,0,0,0,11
Ariosto Reyes Jr.,,0,0,0,0,11
Rajesh Khanna,,0,0,0,0,6
Amitabh Bachchan,,0,0,0,0,6
Ramesh Deo,,0,0,0,0,6
Seema Deo,,0,0,0,0,6
Asit Kumar Sen,,0,0,0,0,6
Atam Prakash,,0,0,0,0,6
Lalita Kumari,,0,0,0,0,6
Dev Kishan,,0,0,0,0,6
Savita,,0,0,0,0,6
Tomisaburô Wakayama,,0,0,0,0,5
Tsunehiko Watase,,0,0,0,0,5
Akiko Kudô,,0,0,0,0,5
Kenji Imai,,0,0,0,0,5
Tôru Yuri,,0,0,0,0,5
Asao Uchida,,0,0,0,0,5
Hideo Murota,,0,0,0,0,5
Keijirô Morozumi,,0,0,0,0,5
Hilda Aguirre,,0,0,0,0,2
Edmundo Arias,,0,0,0,0,2
Amalia Pérez Díaz,,0,0,0,0,2
Miguel Ángel Landa,,0,0,0,0,2
Rafael Briceño,,0,0,0,0,2
Chelo Rodríguez,,0,0,0,0,2
Jorge Palacios,,0,0,0,0,2
Martha Olivo,,0,0,0,0,2
Mauricio González,,0,0,0,0,2
América Barrio,,0,0,0,0,2
Valentín Trujillo,,0,0,0,0,2
Manuel Corcuera,,0,0,0,0,2
Julián Bravo,,0,0,0,0,2
Marco Antonio Campos,,0,0,0,0,2
Guillermo Herrera,,0,0,0,0,2
Nubia Martí,,0,0,0,0,2
Ana Lilia Tovar,,0,0,0,0,2
Utpal Dutt,,0,0,0,0,6
Vijay Sharma,,0,0,0,0,6
A.K. Hangal,,0,0,0,0,6
Govardhan Asrani,,0,0,0,0,6
Aarti,,0,0,0,0,6
Keshto Mukherjee,,0,0,0,0,6
Barun Chanda,,0,0,0,0,6
Paromita Chowdhury,,0,0,0,0,6
Rahul Bhagat,,0,0,0,0,6
Tarun Bhattacharya,,0,0,0,0,6
Rita Deb Burman,,0,0,0,0,6
Barry Chakraborty,,0,0,0,0,6
Ratna Chatterjee,,0,0,0,0,6
Lolita Rodriguez,,0,0,0,0,11
Eddie Garcia,,0,0,0,0,11
Hilda Koronel,,0,0,0,0,11
Walter Navarro,,0,0,0,0,11
Jimmy Morato,,0,0,0,0,11
Lotis Key,,0,0,0,0,11
Tita Muñoz,,0,0,0,0,11
Mario O'Hara,,0,0,0,0,11
Edmund Cupcupin,,0,0,0,0,11
Luis Gonzales,,0,0,0,0,11
Jay Ilagan,,0,0,0,0,11
Marissa Delgado,,0,0,0,0,11
Veronica Palileo,,0,0,0,0,11
Joonee Gamboa,,0,0,0,0,11
Joe Avelino,,0,0,0,0,11
Juliet Mills,,0,0,0,0,1
Clive Revill,,0,0,0,0,1
Edward Andrews,,0,0,0,0,1
Gianfranco Barra,,0,0,0,0,1
Franco Angrisano,,0,0,0,0,1
Pippo Franco,,0,0,0,0,1
Franco Acampora,,0,0,0,0,1
Giselda Castrini,,0,0,0,0,1
Raffaele Mottola,,0,0,0,0,1
Harindranath Chattopadhyay,,0,0,0,0,6
Kanwarjeet Paintal,,0,0,0,0,6
Raju Shrestha,,0,0,0,0,6
Jon Finch,,0,0,0,0,1
Barry Foster,,0,0,0,0,1
Barbara Leigh-Hunt,,0,0,0,0,1
Anna Massey,,0,0,0,0,1
Alec McCowen,,0,0,0,0,7
Vivien Merchant,,0,0,0,0,1
Billie Whitelaw,,0,0,0,0,1
Clive Swift,,0,0,0,0,1
Bernard Cribbins,,0,0,0,0,1
Michael Bates,,0,0,0,0,1
Bunta Sugawara,,0,0,0,0,5
Noboru Andô,,0,0,0,0,5
Mayumi Nagisa,,0,0,0,0,5
Noboru Mitani,,0,0,0,0,5
Takeo Chii,,0,0,0,0,5
Hiroshi Date,,0,0,0,0,5
Mayumi Fujisato,,0,0,0,0,5
Kôji Fujiyama,,0,0,0,0,5
Gô Katô,,0,0,0,0,5
Tomoko Mayama,,0,0,0,0,5
Yûko Hama,,0,0,0,0,5
Shigeru Tsuyuguchi,,0,0,0,0,5
Taketoshi Naitô,,0,0,0,0,5
Keiko Fujita,,0,0,0,0,5
Kayo Matsuo,,0,0,0,0,5
Minoru Ôki,,0,0,0,0,5
Akiji Kobayashi,,0,0,0,0,5
Shin Kishida,,0,0,0,0,5
Shôgen Nitta,,0,0,0,0,5
Takashi Ebata,,0,0,0,0,5
Kappei Matsumoto,,0,0,0,0,5
Akihiro Tomikawa,,0,0,0,0,5
Izumi Ayukawa,,0,0,0,0,5
Michitarô Mizushima,,0,0,0,0,5
Sayoko Katô,,0,0,0,0,5
Jun Hamamura,,0,0,0,0,5
Daigo Kusano,,0,0,0,0,5
Kari Sylwan,,0,0,0,0,3
Henning Moritzen,,0,0,0,0,3
Georg Årlin,,0,0,0,0,3
Zdena Smrcková,,0,0,0,0,13
Michal Vavrusa,,0,0,0,0,13
Alena Procházková,,0,0,0,0,13
Martin Stepánek,,0,0,0,0,13
Jaroslav Heyduk,,0,0,0,0,13
Ivan Palúch,,0,0,0,0,13
Jana Gýrová,,0,0,0,0,13
Stefan Krsnák,,0,0,0,0,13
Bindu Desai,,0,0,0,0,6
Jaywant Pathare,,0,0,0,0,6
Bhola Shah,,0,0,0,0,6
Bobita,,0,0,0,0,6
Sandhya Roy,,0,0,0,0,6
Chitra Banerjee,,0,0,0,0,6
Paritosh Banerjee,,0,0,0,0,6
Sachin Chakraborty,,0,0,0,0,6
Shrikumar Dutta,,0,0,0,0,6
Subal Dutta,,0,0,0,0,6
Tapan Dutta,,0,0,0,0,6
Akira Kobayashi,,0,0,0,0,5
Shingo Yamashiro,,0,0,0,0,5
Reiko Ike,,0,0,0,0,5
Mitsue Horikoshi,,0,0,0,0,5
Hideko Nakamura,,0,0,0,0,5
Toshie Kimura,,0,0,0,0,5
Meiko Kaji,,0,0,0,0,5
Hiroshi Nawa,,0,0,0,0,5
Gin Maeda,,0,0,0,0,5
Junko Matsudaira,,0,0,0,0,5
Hiroki Matsukata,,0,0,0,0,5
Kunie Tanaka,,0,0,0,0,5
Eiko Nakamura,,0,0,0,0,5
Gorô Ibuki,,0,0,0,0,5
Tamio Kawaji,,0,0,0,0,5
Martin Scorsese,,1,1,1,0,7
Robert De Niro,,0,0,0,0,7
Harvey Keitel,,0,0,0,0,7
David Proval,,0,0,0,0,7
Amy Robinson,,0,0,0,0,7
Richard Romanus,,0,0,0,0,7
Cesare Danova,,0,0,0,0,7
Victor Argo,,0,0,0,0,7
George Memmoli,,0,0,0,0,7
Lenny Scaletta,,0,0,0,0,7
Jeannie Bell,,0,0,0,0,7
Rekha,,0,0,0,0,10
Om Shivpuri,,0,0,0,0,6
Manmohan,,0,0,0,0,6
Raza Murad,,0,0,0,0,6
K. Viswanath,,1,1,1,0,9
Sharada,,0,0,0,0,9
Sobhan Babu,,0,0,0,0,9
Jayanthi,,0,0,0,0,10
Raogopalrao,,0,0,0,0,9
Kaikala Satyanarayana,,0,0,0,0,9
Allu Ramalingaiah,,0,0,0,0,9
Rajababu,,0,0,0,0,9
Baby Dolly,,0,0,0,0,9
Shanta Devi,,0,0,0,0,9
Diane Keaton,,0,0,0,0,7
John Beck,,0,0,0,0,7
Mary Gregory,,0,0,0,0,7
Don Keefer,,0,0,0,0,7
John McLiam,,0,0,0,0,7
Chris Forbes,,0,0,0,0,7
Mews Small,,0,0,0,0,7
Peter Hobbs,,0,0,0,0,7
Ellen Burstyn,,0,0,0,0,7
Kris Kristofferson,,0,0,0,0,7
Mia Bendixsen,,0,0,0,0,7
Alfred Lutter III,,0,0,0,0,7
Billy Green Bush,,0,0,0,0,7
Lelia Goldoni,,0,0,0,0,7
Ola Moore,,0,0,0,0,7
Harry Northup,,0,0,0,0,7
Marty Brinton,,0,0,0,0,7
Dean Casper,,0,0,0,0,7
Shyam Benegal,,1,1,1,0,8
Shabana Azmi,,0,0,0,0,8
Sadhu Meher,,0,0,0,0,8
Anant Nag,,0,0,0,0,8
Priya Tendulkar,,0,0,0,0,8
Aga Mohamed Hussain,,0,0,0,0,8
Mirza Qadirali Baig,,0,0,0,0,8
Hemant Jeshwant Rao,,0,0,0,0,8
Satyanarayan,,0,0,0,0,8
Sesham Raju,,0,0,0,0,8
Hameed Rashid,,0,0,0,0,8
Maksim Munzuk,,0,0,0,0,0
Yuriy Solomin,,0,0,0,0,0
Mikhail Bychkov,,0,0,0,0,0
Vladimir Khrulyov,,0,0,0,0,0
V. Lastochkin,,0,0,0,0,0
Stanislav Marin,,0,0,0,0,0
Igor Sykhra,,0,0,0,0,0
Vladimir Sergiyakov,,0,0,0,0,0
Yanis Yakobsons,,0,0,0,0,0
Vladimir Khlestov,,0,0,0,0,0
Susan Sarandon,,0,0,0,0,1
Vincent Gardenia,,0,0,0,0,1
David Wayne,,0,0,0,0,1
Allen Garfield,,0,0,0,0,1
Austin Pendleton,,0,0,0,0,1
Charles Durning,,0,0,0,0,1
Herb Edelman,,0,0,0,0,1
Sanae Nakahara,,0,0,0,0,5
Saira Banu,,0,0,0,0,6
Swarup Dutt,,0,0,0,0,6
Rajni Gupta,,0,0,0,0,6
Kalyan Chatterjee,,0,0,0,0,6
Kader Khan,,0,0,0,0,6
Santanu Bagchi,,0,0,0,0,6
Kushal Chakraborty,,0,0,0,0,6
Bimal Chatterjee,,0,0,0,0,6
Dibyendu Chatterjee,,0,0,0,0,6
Rekha Chatterjee,,0,0,0,0,6
Siddhartha Chatterjee,,0,0,0,0,6
Perla Bautista,,0,0,0,0,11
Laurice Guillen,,0,0,0,0,11
Soxy Topacio,,0,0,0,0,11
Roger Mariscal,,0,0,0,0,11
Rolly Papasin,,0,0,0,0,11
Pio De Castro III,,0,0,0,0,11
Jojo Abella,,0,0,0,0,11
Bembol Roco,,0,0,0,0,11
Nanding Josef,,0,0,0,0,11
Lilia Dizon,,0,0,0,0,11
Christopher De Leon,,0,0,0,0,11
Alicia Alonzo,,0,0,0,0,11
Lorli Villanueva,,0,0,0,0,11
Rosa Aguirre,,0,0,0,0,11
Lily Miraflor,,0,0,0,0,11
Dharmendra,,0,0,0,0,6
Lily Chakravarty,,0,0,0,0,6
Om Prakash,,0,0,0,0,6
Steven Spielberg,,1,1,1,0,7
Roy Scheider,,0,0,0,0,7
Robert Shaw,,0,0,0,0,7
Richard Dreyfuss,,0,0,0,0,7
Lorraine Gary,,0,0,0,0,7
Carl Gottlieb,,0,0,0,0,7
Jeffrey Kramer,,0,0,0,0,7
Susan Backlinie,,0,0,0,0,7
Jonathan Filley,,0,0,0,0,7
Ted Grossman,,0,0,0,0,7
Tetsuya Watari,,0,0,0,0,5
Yumi Takigawa,,0,0,0,0,5
Eiji Gô,,0,0,0,0,5
Hajime Hana,,0,0,0,0,5
Asao Sano,,0,0,0,0,5
Shoji Arikawa,,0,0,0,0,5
Georges Adet,,0,0,0,0,7
Frank Adu,,0,0,0,0,7
Edmond Ardisson,,0,0,0,0,7
Féodor Atkine,,0,0,0,0,7
Albert Augier,,0,0,0,0,7
Yves Barsacq,,0,0,0,0,7
Lloyd Battista,,0,0,0,0,7
Jack Berard,,0,0,0,0,7
Lou Salvador Jr.,,0,0,0,0,11
Danilo Posadas,,0,0,0,0,11
Joe Jardi,,0,0,0,0,11
Spanky Manikan,,0,0,0,0,11
Edipolo Erosido,,0,0,0,0,11
Pancho Pelagio,,0,0,0,0,11
Suresh Chatwal,,0,0,0,0,6
Aruna Irani,,0,0,0,0,9
Rajnath,,0,0,0,0,6
Nayana Apte,,0,0,0,0,6
Girish Karnad,,0,0,0,0,8
Amrish Puri,,0,0,0,0,8
Satyadev Dubey,,0,0,0,0,8
Smita Patil,,0,0,0,0,8
Mohan Agashe,,0,0,0,0,8
Kulbhushan Kharbanda,,0,0,0,0,8
Naseeruddin Shah,,0,0,0,0,8
Yuriko Hishimi,,0,0,0,0,5
Seizô Fukumoto,,0,0,0,0,5
Masataka Iwao,,0,0,0,0,5
Ryûji Katagiri,,0,0,0,0,5
Takuzô Kawatani,,0,0,0,0,5
Aino Taube,,0,0,0,0,3
Marianne Aminoff,,0,0,0,0,3
Gösta Ekman,,0,0,0,0,3
Helene Friberg,,0,0,0,0,3
Sven Lindberg,,0,0,0,0,3
Pradip Mukherjee,,0,0,0,0,6
Rafique Ahmed,,0,0,0,0,6
S. Bagchi,,0,0,0,0,6
Krishna Banerjee,,0,0,0,0,6
Sachin Banerjee,,0,0,0,0,6
Samaresh Banerjee,,0,0,0,0,6
Sudip Banerjee,,0,0,0,0,6
Satya Bannerjee,,0,0,0,0,6
Gita Basu,,0,0,0,0,6
Mitch Valdez,,0,0,0,0,11
June Keithley,,0,0,0,0,11
Myrna Rosales,,0,0,0,0,11
Chuchi,,0,0,0,0,11
Metring David,,0,0,0,0,11
Estrella Kuenzler,,0,0,0,0,11
Miroslava Safránková,,0,0,0,0,13
Petr Svojtka,,0,0,0,0,13
Libuse Safránková,,0,0,0,0,13
Marie Rosulková,,0,0,0,0,13
Jindrich Narenta,,0,0,0,0,13
Jirí Ornest,,0,0,0,0,13
Dagmar Patrasová,,0,0,0,0,13
Salim Ghouse,,0,0,0,0,8
Savita Bajaj,,0,0,0,0,8
Rajendra Jaspal,,0,0,0,0,8
Jodie Foster,,0,0,0,0,7
Cybill Shepherd,,0,0,0,0,7
Albert Brooks,,0,0,0,0,7
Diahnne Abbott,,0,0,0,0,7
Gino Ardito,,0,0,0,0,7
Garth Avery,,0,0,0,0,7
Peter Boyle,,0,0,0,0,7
Jirô Yabuki,,0,0,0,0,5
Jûkei Fujioka,,0,0,0,0,5
Yoshio Yoshida,,0,0,0,0,5
Takako Yagi,,0,0,0,0,5
Tony Roberts,,0,0,0,0,7
Carol Kane,,0,0,0,0,7
Paul Simon,,0,0,0,0,7
Shelley Duvall,,0,0,0,0,7
Colleen Dewhurst,,0,0,0,0,7
Christopher Walken,,0,0,0,0,7
Donald Symington,,0,0,0,0,7
Amol Palekar,,0,0,0,0,6
Sulabha Deshpande,,0,0,0,0,8
Baby Rukshana,,0,0,0,0,8
B.V. Karanth,,0,0,0,0,8
Dina Pathak,,0,0,0,0,6
Ruben Benavides,,0,0,0,0,2
Sol Marroquin,,0,0,0,0,2
Juan Miranda,,0,0,0,0,2
Pancho Pantera,,0,0,0,0,2
Chayito Valdez,,0,0,0,0,2
Álvaro Zermeño,,0,0,0,0,2
François Truffaut,,0,0,0,0,7
Teri Garr,,0,0,0,0,7
Melinda Dillon,,0,0,0,0,7
Bob Balaban,,0,0,0,0,7
J. Patrick McNamara,,0,0,0,0,7
Warren J. Kemmerling,,0,0,0,0,7
Roberts Blossom,,0,0,0,0,7
Philip Dodds,,0,0,0,0,7
Cary Guffey,,0,0,0,0,7
Norma Lazareno,,0,0,0,0,2
Sonia Amelio,,0,0,0,0,2
Marco Antonio Vázquez,,0,0,0,0,2
Jorge Rivero,,0,0,0,0,2
Cornelio Reyna,,0,0,0,0,2
Hortensia Clavijo,,0,0,0,0,2
Arturo Salvador,,0,0,0,0,2
Laura del Castillo,,0,0,0,0,2
Mariachi Los Vaqueros,,0,0,0,0,2
Yumiko Nogawa,,0,0,0,0,5
Yôko Takahashi,,0,0,0,0,5
Dindo Fernando,,0,0,0,0,11
Chanda Romero,,0,0,0,0,11
Orestes Ojeda,,0,0,0,0,11
Alicia Vergel,,0,0,0,0,11
Dexter Doria,,0,0,0,0,11
Ace Vergel,,0,0,0,0,11
Fred Montilla,,0,0,0,0,11
Sanjeev Kumar,,0,0,0,0,6
Saeed Jaffrey,,0,0,0,0,8
Farida Jalal,,0,0,0,0,10
Veena,,0,0,0,0,6
Victor Banerjee,,0,0,0,0,8
Farooq Shaikh,,0,0,0,0,6
Tom Alter,,0,0,0,0,8
Leela Mishra,,0,0,0,0,6
Niño Muhlach,,0,0,0,0,11
Snooky Serna,,0,0,0,0,11
Armida Siguion-Reyna,,0,0,0,0,11
Orlando Nadres,,0,0,0,0,11
Rodel Naval,,0,0,0,0,11
Allan Muhlach,,0,0,0,0,11
Kinnosuke Nakamura,,0,0,0,0,5
Masaomi Kondô,,0,0,0,0,5
Kyôko Enami,,0,0,0,0,5
Kasho Nakamura,,0,0,0,0,5
Shinsuke Mikimoto,,0,0,0,0,5
Shinsuke Ashida,,0,0,0,0,5
Vanisri,,0,0,0,0,9
Krishna A.R.,,0,0,0,0,8
Lena Nyman,,0,0,0,0,3
Halvar Björk,,0,0,0,0,3
Arne Bang-Hansen,,0,0,0,0,3
Georg Løkkeberg,,0,0,0,0,3
Mona Lisa,,0,0,0,0,11
Rez Cortez,,0,0,0,0,11
Marlon Ramirez,,0,0,0,0,11
Ruel Vernal,,0,0,0,0,11
Nina Lorenzo,,0,0,0,0,11
Mely Mallari,,0,0,0,0,11
Carpi Asturias,,0,0,0,0,11
George Atutubo,,0,0,0,0,11
Eddie Pagayon,,0,0,0,0,11
Geraldine Page,,0,0,0,0,7
Kristin Griffith,,0,0,0,0,7
Mary Beth Hurt,,0,0,0,0,7
Richard Jordan,,0,0,0,0,7
Maureen Stapleton,,0,0,0,0,7
Sam Waterston,,0,0,0,0,7
Missy Hope,,0,0,0,0,7
Kerry Duffy,,0,0,0,0,7
Santosh Dutta,,0,0,0,0,6
Biplab Chatterjee,,0,0,0,0,6
Moloy Roy,,0,0,0,0,6
Santosh Singha,,0,0,0,0,6
Shashi Kapoor,,0,0,0,0,8
Nafisa Ali,,0,0,0,0,8
Jalal Agha,,0,0,0,0,8
Ismat Chughtai,,0,0,0,0,8
Benjamin Gilani,,0,0,0,0,8
Karan Kapoor,,0,0,0,0,8
Nirmala,,0,0,0,0,8
Siddesh,,0,0,0,0,8
Jhansi,,0,0,0,0,9
Prabhakar Reddy,,0,0,0,0,9
Eduard Cupák,,0,0,0,0,13
Lukás Vaculík,,0,0,0,0,13
Michal Dlouhý,,0,0,0,0,13
Jan Hrusínský,,0,0,0,0,13
David Vlcek,,0,0,0,0,13
Zlata Adamovská,,0,0,0,0,13
Lucie Zednícková,,0,0,0,0,13
Eva Jakoubková,,0,0,0,0,13
Therese Herz,,0,0,0,0,13
Vilma Santos,,0,0,0,0,11
Mat Ranillo III,,0,0,0,0,11
Phillip Salvador,,0,0,0,0,11
Estrella Chaves,,0,0,0,0,11
Jesus O. Ramos,,0,0,0,0,11
Leah de Guzman,,0,0,0,0,11
Mark Verzosa,,0,0,0,0,11
Teruhiko Saigô,,0,0,0,0,5
Reiko Ôhara,,0,0,0,0,5
Yoshio Harada,,0,0,0,0,5
Etsuko Shihomi,,0,0,0,0,5
Kentarô Kudô,,0,0,0,0,5
Bindiya Goswami,,0,0,0,0,6
Manju Singh,,0,0,0,0,6
Pushpa,,0,0,0,0,14
Yunus Parvez,,0,0,0,0,6
Charito Solis,,0,0,0,0,11
Rio Locsin,,0,0,0,0,11
Ric Rodrigo,,0,0,0,0,11
Raul Aragon,,0,0,0,0,11
Manny Ojeda,,0,0,0,0,11
Sonia Valenciano,,0,0,0,0,11
Venchito Galvez,,0,0,0,0,11
Amy Austria,,0,0,0,0,11
Johnny Delgado,,0,0,0,0,11
Anita Linda,,0,0,0,0,11
Mario Escudero,,0,0,0,0,11
Menggie Cobarrubias,,0,0,0,0,11
Jimmy Santos,,0,0,0,0,11
Joe Cunanan,,0,0,0,0,11
Fred Param,,0,0,0,0,11
Nonoy De Guzman,,0,0,0,0,11
Dasari Narayana Rao,,1,1,1,0,9
Jayasudha,,0,0,0,0,9
Murali Mohan,,0,0,0,0,9
Mohan Babu,,0,0,0,0,9
Mariel Hemingway,,0,0,0,0,7
Michael Murphy,,0,0,0,0,7
Meryl Streep,,0,0,0,0,7
Anne Byrne Hoffman,,0,0,0,0,7
Karen Ludwig,,0,0,0,0,7
Michael O'Donoghue,,0,0,0,0,7
Victor Truro,,0,0,0,0,7
Tisa Farrow,,0,0,0,0,7
María Elena Velasco,,0,0,0,0,2
Felicia Mercado,,0,0,0,0,2
Roberto Nelson,,0,0,0,0,2
Greta,,0,0,0,0,2
Ada Carrasco,,0,0,0,0,2
J.V. Somayajulu,,0,0,0,0,9
Manju Bhargavi,,0,0,0,0,9
Tulasi,,0,0,0,0,9
Rajyalakshmi,,0,0,0,0,9
Chandramohan,,0,0,0,0,9
Nirmalamma,,0,0,0,0,9
Pushpakumari,,0,0,0,0,9
Sakshi Ranga Rao,,0,0,0,0,9
Varalakshmi G.,,0,0,0,0,9
Promode Ganguly,,0,0,0,0,6
Alpana Gupta,,0,0,0,0,6
Robin Majumdar,,0,0,0,0,6
Sunil Sarkar,,0,0,0,0,6
Ken'ichi Hagiwara,,0,0,0,0,0
Jinpachi Nezu,,0,0,0,0,0
Hideji Ôtaki,,0,0,0,0,5
Daisuke Ryû,,0,0,0,0,0
Masayuki Yui,,0,0,0,0,0
Kaori Momoi,,0,0,0,0,0
Mitsuko Baishô,,0,0,0,0,0
Raj Babbar,,0,0,0,0,8
Sushma Seth,,0,0,0,0,8
Vijaya Mehta,,0,0,0,0,8
Cathy Moriarty,,0,0,0,0,7
Joe Pesci,,0,0,0,0,7
Frank Vincent,,0,0,0,0,7
Nicholas Colasanto,,0,0,0,0,7
Theresa Saldana,,0,0,0,0,7
Mario Gallo,,0,0,0,0,7
Frank Adonis,,0,0,0,0,7
Joseph Bono,,0,0,0,0,7
Frank Topham,,0,0,0,0,7
Beatriz Adriana,,0,0,0,0,2
Pedro Infante Jr.,,0,0,0,0,2
Rosenda Bernal,,0,0,0,0,2
Bruno Rey,,0,0,0,0,2
Jorge Victoria,,0,0,0,0,2
Lamont Johnson,,0,0,0,0,5
Marshall Efron,,0,0,0,0,5
Sandra Bernhard,,0,0,0,0,7
Vic Davis,,0,0,0,0,5
Charlotte Rampling,,0,0,0,0,7
Jessica Harper,,0,0,0,0,7
Marie-Christine Barrault,,0,0,0,0,7
Daniel Stern,,0,0,0,0,7
Amy Wright,,0,0,0,0,7
Helen Hanft,,0,0,0,0,7
John Rothman,,0,0,0,0,7
Anne DeSalvo,,0,0,0,0,7
Bapu,,1,1,1,0,9
Reena Roy,,0,0,0,0,9
Raj Kiran,,0,0,0,0,9
Rita Bhaduri,,0,0,0,0,9
Iftekhar,,0,0,0,0,10
Madhu Malini,,0,0,0,0,10
Roohi Berde,,0,0,0,0,9
